I,N,n,error,lmbd,phi,Strategy,Measuring system
41.866786322687574,10000,5,0.7316962821047814,0.8,0.7853981633974483,adapt,True
117.11787150225787,10000,10,2.224083700409933,0.8,0.7853981633974483,adapt,True
261.63213185596,10000,20,4.454349904666793,0.8,0.7853981633974483,adapt,True
413.1765072948589,15000,30,5.545433475785866,0.8,0.7853981633974483,adapt,True
539.3072549297157,20000,40,5.930902765063725,0.8,0.7853981633974483,adapt,True
679.7936873348327,20000,50,7.586724552825403,0.8,0.7853981633974483,adapt,True
1439.601049223057,10000,100,21.018247993231657,0.8,0.7853981633974483,adapt,True
2865.8209351581722,10000,200,41.35849613647062,0.8,0.7853981633974483,adapt,False
4340.476403932708,10000,300,61.51834733024777,0.8,0.7853981633974483,adapt,True
